CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Months_on_book,Credit_Limit,Total_Revolving_Bal,Total_Trans_Amt,Total_Trans_Ct
719874633,Attrited Customer,44,M,1,High School,Unknown,$80K - $120K,36,34516,0,1891,34
719168883,Attrited Customer,45,F,5,Unknown,Single,Less than $40K,34,5155,0,2753,45
714212358,Attrited Customer,38,F,3,High School,Single,Unknown,36,5260,1706,2142,57
721104708,Attrited Customer,41,F,3,Post-Graduate,Single,Less than $40K,36,2067,1966,3033,41
717461283,Attrited Customer,38,F,2,Graduate,Single,Unknown,24,2214,570,2066,45
803028858,Attrited Customer,38,F,2,Graduate,Single,Less than $40K,32,3775,0,2031,36
712751133,Attrited Customer,42,M,3,Doctorate,Single,$60K - $80K,35,11328,1369,1829,42
708170508,Attrited Customer,38,M,2,Graduate,Married,$60K - $80K,36,1438.3,0,1651,42
719770158,Attrited Customer,54,F,3,Post-Graduate,Single,Less than $40K,49,8516,0,2189,37
716271183,Attrited Customer,45,F,2,Uneducated,Single,Less than $40K,37,8924,0,1720,42
816261858,Attrited Customer,61,M,0,Graduate,Single,$40K - $60K,56,3984,2245,1821,39
721308033,Attrited Customer,45,F,2,Post-Graduate,Single,Less than $40K,37,3036,2517,2609,42
774760458,Attrited Customer,62,F,1,High School,Unknown,$40K - $60K,56,3807,2517,1739,36
804415083,Attrited Customer,45,M,3,Unknown,Married,$60K - $80K,40,4097,655,2611,51
771424908,Attrited Customer,38,M,2,Unknown,Unknown,$60K - $80K,26,11252,1129,1766,31
711012783,Attrited Customer,43,M,4,Graduate,Single,$120K +,36,33384,0,2066,46
708788583,Attrited Customer,64,F,1,College,Unknown,Less than $40K,56,6167,0,1648,43
819714408,Attrited Customer,44,F,2,Graduate,Married,Unknown,39,5666,2386,1981,42
713730933,Attrited Customer,53,F,4,Graduate,Married,Less than $40K,36,1438.3,0,1739,44
712235433,Attrited Customer,43,F,1,Graduate,Single,Less than $40K,36,2886,0,2326,50
714377058,Attrited Customer,63,F,1,Unknown,Single,Less than $40K,36,1896,0,2186,50
708654933,Attrited Customer,51,F,2,Doctorate,Married,Less than $40K,42,15987,193,2021,46
720283758,Attrited Customer,44,F,2,Uneducated,Married,Unknown,36,13735,1733,1783,43
718735908,Attrited Customer,47,M,4,Graduate,Single,$120K +,35,7015,0,1799,51
804833058,Attrited Customer,49,M,3,Unknown,Single,$80K - $120K,44,4384,0,1832,49
713639058,Attrited Customer,49,M,3,High School,Married,$60K - $80K,34,1511,0,1329,35
709560258,Attrited Customer,49,F,3,Graduate,Single,Unknown,31,4946,0,2239,38
720362058,Attrited Customer,57,M,2,Uneducated,Single,$60K - $80K,49,32182,0,1937,46
719602908,Attrited Customer,42,F,2,Post-Graduate,Single,$40K - $60K,34,5667,812,2064,42
709713033,Attrited Customer,55,M,1,College,Single,$80K - $120K,48,6846,0,1735,35
708633783,Attrited Customer,43,M,3,Uneducated,Single,$80K - $120K,30,11336,0,1809,39
720950283,Attrited Customer,47,M,3,High School,Married,$80K - $120K,34,21359,0,2064,63
717840108,Attrited Customer,48,M,4,Unknown,Married,$80K - $120K,41,4806,1357,1771,35
715016508,Attrited Customer,42,F,3,High School,Married,$40K - $60K,36,4527,0,2441,37
781306758,Attrited Customer,58,M,2,Uneducated,Single,$80K - $120K,52,3091,2517,1844,49
712294083,Attrited Customer,54,F,2,High School,Single,Unknown,44,3778,0,2367,45
711334983,Attrited Customer,41,F,3,High School,Married,Unknown,32,26229,0,2077,46
716434533,Attrited Customer,40,M,3,High School,Married,$80K - $120K,36,29149,0,2106,56
828215508,Attrited Customer,55,F,2,Graduate,Unknown,Less than $40K,50,1438.3,0,1785,33
712812408,Attrited Customer,40,F,3,Unknown,Married,Less than $40K,28,1535,0,1921,41
713585958,Attrited Customer,48,F,4,College,Married,Less than $40K,36,5997,0,1457,42
710493558,Attrited Customer,46,F,1,Post-Graduate,Married,$40K - $60K,38,1803,0,1979,37
827964858,Attrited Customer,58,F,1,Uneducated,Divorced,Unknown,54,3266,859,2151,46
773667708,Attrited Customer,50,M,1,Graduate,Divorced,$60K - $80K,44,7050,1008,2176,39
812979408,Attrited Customer,39,F,0,Unknown,Married,$40K - $60K,34,15142,0,2458,41
806947308,Attrited Customer,40,M,4,Post-Graduate,Married,$60K - $80K,35,20178,1553,1735,44
708386958,Attrited Customer,47,F,3,Unknown,Married,Less than $40K,34,1561,0,1947,28
718220358,Attrited Customer,58,M,1,Graduate,Single,$120K +,36,28618,0,1712,41
712656783,Attrited Customer,49,M,1,Graduate,Single,$120K +,36,8136,2517,2179,40
738899658,Attrited Customer,45,F,2,Graduate,Single,Unknown,38,3120,2517,2468,43
714727833,Attrited Customer,41,F,2,Uneducated,Single,Less than $40K,36,2892,2517,2257,48
708834483,Attrited Customer,46,M,2,Doctorate,Married,$80K - $120K,29,17667,0,1775,42
720598308,Attrited Customer,47,M,4,Uneducated,Single,$120K +,37,34516,1126,1736,35
815353083,Attrited Customer,44,M,1,College,Divorced,$80K - $120K,39,34516,2361,1853,36
712050933,Attrited Customer,48,M,4,College,Married,$80K - $120K,32,25190,0,1533,41
717592758,Attrited Customer,44,F,3,Unknown,Single,Less than $40K,36,1606,1578,2418,44
708687483,Attrited Customer,54,F,4,Graduate,Single,Less than $40K,36,13626,0,1711,30
768256908,Attrited Customer,45,M,3,Uneducated,Married,Less than $40K,39,8580,1636,1880,37
721451208,Attrited Customer,54,M,2,Graduate,Single,$60K - $80K,45,30540,0,1980,36
714751158,Attrited Customer,49,M,2,High School,Divorced,$80K - $120K,36,34516,2517,1789,48
718342158,Attrited Customer,38,F,4,Graduate,Single,Less than $40K,26,4391,1933,1849,36
716654808,Attrited Customer,48,M,4,High School,Single,$120K +,39,24593,0,2084,31
716390958,Attrited Customer,45,M,4,Unknown,Married,$120K +,31,26107,0,1697,47
716564433,Attrited Customer,53,F,1,Graduate,Single,Less than $40K,36,4287,0,1635,41
716022258,Attrited Customer,51,F,3,College,Single,Less than $40K,36,8960,2222,1853,40
778433283,Attrited Customer,51,M,3,High School,Married,$60K - $80K,31,8989,0,2031,53
811527933,Attrited Customer,65,F,0,College,Single,Less than $40K,56,10885,1758,2291,39
778617708,Attrited Customer,46,M,3,College,Married,$80K - $120K,26,1438.3,864,2299,40
772574283,Attrited Customer,50,F,2,Graduate,Married,$40K - $60K,40,7191,0,1654,30
714972558,Attrited Customer,37,F,2,Graduate,Single,Less than $40K,36,1610,0,2729,45
709709283,Attrited Customer,38,M,3,College,Single,$40K - $60K,19,3458,321,2256,40
780105483,Attrited Customer,65,F,0,Uneducated,Single,Less than $40K,50,1697,377,2799,49
715294083,Attrited Customer,46,M,2,College,Single,$80K - $120K,38,10309,0,1760,40
716711433,Attrited Customer,48,M,5,High School,Married,$40K - $60K,39,7897,157,2270,46
711588708,Attrited Customer,50,F,2,Uneducated,Married,$40K - $60K,36,1438.3,458,1863,42
714492783,Attrited Customer,46,F,4,Uneducated,Married,Less than $40K,36,1438.3,0,1517,38
709192233,Attrited Customer,50,F,2,Unknown,Married,Unknown,39,1773,0,1764,30
718791708,Attrited Customer,48,M,2,High School,Married,$80K - $120K,32,16362,2268,2228,37
772695033,Attrited Customer,47,M,5,High School,Single,$80K - $120K,37,18800,2517,1575,23
708831858,Attrited Customer,43,F,3,Uneducated,Married,Less than $40K,30,4579,1506,1915,44
780006783,Attrited Customer,59,M,1,Uneducated,Single,$40K - $60K,49,15809,0,3109,48
771342183,Attrited Customer,53,F,3,Graduate,Single,$40K - $60K,40,1625,0,2314,43
712901283,Attrited Customer,53,F,2,Graduate,Single,$40K - $60K,36,2121,0,1464,32
718473558,Attrited Customer,42,F,3,Doctorate,Single,Less than $40K,18,8668,0,1402,38
709708233,Attrited Customer,49,F,3,Doctorate,Married,Less than $40K,29,7066,0,1695,38
709178733,Attrited Customer,50,F,2,Post-Graduate,Married,$40K - $60K,36,5527,1120,2281,37
713253858,Attrited Customer,50,F,1,College,Married,Unknown,37,1461,0,2176,40
803796708,Attrited Customer,52,M,3,Uneducated,Unknown,$120K +,46,13354,0,1097,28
717368208,Attrited Customer,49,M,1,Graduate,Single,$120K +,36,26723,0,2138,43
772341783,Attrited Customer,45,F,3,High School,Single,Unknown,35,3512,2517,1801,48
715409733,Attrited Customer,47,F,4,College,Single,Less than $40K,36,2263,0,2385,33
715732533,Attrited Customer,52,M,4,Graduate,Married,$60K - $80K,36,9375,1625,2108,51
713722608,Attrited Customer,48,F,2,Unknown,Divorced,Less than $40K,35,2806,2514,1757,35
709101258,Attrited Customer,41,F,2,High School,Divorced,Less than $40K,28,1478,524,2180,46
721427358,Attrited Customer,47,M,4,Unknown,Divorced,$80K - $120K,28,8757,0,2108,47
709338633,Attrited Customer,56,F,1,Graduate,Single,$40K - $60K,37,2339,0,1542,45
711245433,Attrited Customer,50,F,4,Graduate,Single,Unknown,41,2509,0,2281,41
717195933,Attrited Customer,42,M,3,Graduate,Married,$60K - $80K,30,5298,0,2431,37
708801108,Attrited Customer,57,F,3,Uneducated,Single,Less than $40K,51,1438.3,0,2113,38
789382758,Attrited Customer,54,M,3,Graduate,Single,$40K - $60K,44,5501,0,2050,51
721437333,Attrited Customer,46,M,2,Graduate,Single,$80K - $120K,36,5054,2517,2027,39
711626658,Attrited Customer,62,F,1,High School,Single,Less than $40K,36,1930,0,1971,45
717793983,Attrited Customer,55,M,3,Graduate,Single,$40K - $60K,45,18128,0,2503,49
714119283,Attrited Customer,42,F,2,Unknown,Single,$40K - $60K,34,2516,0,2257,51
799239033,Attrited Customer,53,F,3,High School,Single,$40K - $60K,47,1714,0,2279,46
814483608,Attrited Customer,47,F,4,Graduate,Divorced,Less than $40K,42,5798,2517,1860,43
715514133,Attrited Customer,44,F,4,Graduate,Married,Less than $40K,31,2184,0,1973,42
794707083,Attrited Customer,50,M,2,College,Single,$80K - $120K,44,3495,0,2131,41
805313808,Attrited Customer,52,F,3,High School,Married,$40K - $60K,47,8018,134,2409,38
772922883,Attrited Customer,41,M,3,Unknown,Married,$80K - $120K,22,20543,0,1874,42
713333433,Attrited Customer,49,M,3,Uneducated,Unknown,$60K - $80K,41,18075,0,1477,30
787921383,Attrited Customer,53,M,0,High School,Single,$120K +,44,34516,2297,1461,43
807584958,Attrited Customer,50,M,3,Uneducated,Married,$60K - $80K,45,21096,0,1882,39
715405758,Attrited Customer,50,F,1,High School,Single,Unknown,42,10057,0,2383,42
718515483,Attrited Customer,64,M,0,Graduate,Single,Less than $40K,52,3570,2517,3289,47
715664808,Attrited Customer,43,M,2,Graduate,Single,$80K - $120K,30,34516,0,2427,51
720551733,Attrited Customer,46,F,4,Doctorate,Married,Unknown,26,15195,0,2631,41
710533233,Attrited Customer,38,F,1,Graduate,Married,Less than $40K,29,1438.3,0,2139,47
720197058,Attrited Customer,47,F,3,Graduate,Unknown,Unknown,33,3443,0,2505,45
716317458,Attrited Customer,51,F,2,Post-Graduate,Single,Less than $40K,36,4281,0,1723,44
717035283,Attrited Customer,46,M,1,Graduate,Single,$60K - $80K,37,2445,848,2216,39
718110858,Attrited Customer,42,M,4,Unknown,Married,$40K - $60K,36,1606,0,2628,41
803113383,Attrited Customer,55,F,1,Uneducated,Single,Less than $40K,49,3292,0,2222,54
721273008,Attrited Customer,54,F,1,College,Unknown,Less than $40K,43,10797,1252,1739,38
820282383,Attrited Customer,45,F,2,Graduate,Married,Less than $40K,40,5848,2517,2000,32
712693908,Attrited Customer,43,M,3,Graduate,Married,$120K +,31,13883,783,1871,32
708642708,Attrited Customer,40,F,2,Uneducated,Married,Unknown,36,13019,0,1484,33
811475733,Attrited Customer,53,F,1,College,Married,$40K - $60K,48,3339,0,2432,48
713788083,Attrited Customer,28,F,1,Graduate,Single,Less than $40K,36,1624,0,1897,35
780067158,Attrited Customer,51,F,2,Uneducated,Single,Less than $40K,36,1746,1107,1907,47
809599158,Attrited Customer,48,M,4,Uneducated,Single,$80K - $120K,43,34516,0,1626,28
709798908,Attrited Customer,45,F,4,Unknown,Single,Less than $40K,32,2858,0,2611,43
708084558,Attrited Customer,46,M,3,Doctorate,Divorced,$80K - $120K,38,8258,1771,1447,23
718711158,Attrited Customer,52,M,3,Graduate,Married,$120K +,36,3841,2517,2680,51
709143183,Attrited Customer,52,F,2,Doctorate,Married,$40K - $60K,43,1822,1605,2538,39
821759658,Attrited Customer,41,F,4,High School,Divorced,$40K - $60K,37,4650,204,2014,54
712783083,Attrited Customer,48,F,4,High School,Married,Less than $40K,37,3607,0,2013,35
821749608,Attrited Customer,41,M,3,Graduate,Single,$80K - $120K,37,19402,0,1937,51
826261008,Attrited Customer,48,F,3,Graduate,Unknown,Less than $40K,44,1438.3,0,2054,46
709444983,Attrited Customer,38,F,3,Uneducated,Single,$40K - $60K,30,2435,2432,1460,32
769575783,Attrited Customer,49,F,3,College,Married,Less than $40K,41,1603,749,2644,43
709563258,Attrited Customer,50,F,2,Uneducated,Single,Unknown,41,2751,2253,2108,40
712257258,Attrited Customer,50,F,1,High School,Single,Less than $40K,36,1457,0,1441,39
708916083,Attrited Customer,49,F,0,Doctorate,Unknown,Less than $40K,37,1749,0,2510,38
778364583,Attrited Customer,45,F,2,Graduate,Married,Less than $40K,25,5911,916,1656,31
717308433,Attrited Customer,49,M,5,Uneducated,Unknown,$60K - $80K,43,1960,0,2253,39
713796033,Attrited Customer,47,M,2,Graduate,Married,$40K - $60K,42,4738,0,1900,36
710812533,Attrited Customer,46,F,3,High School,Single,Unknown,36,34516,154,1987,46
714864333,Attrited Customer,43,M,2,College,Divorced,$120K +,37,34516,0,1370,38
720810783,Attrited Customer,54,F,2,Graduate,Married,Unknown,44,3781,1692,2310,43
715987758,Attrited Customer,49,M,3,Graduate,Single,$80K - $120K,36,3261,0,3081,50
713388108,Attrited Customer,62,F,0,High School,Unknown,Less than $40K,51,5210,0,2162,36
719917233,Attrited Customer,49,M,3,Post-Graduate,Married,$80K - $120K,36,13382,1159,1828,45
717103758,Attrited Customer,63,M,0,Graduate,Single,Unknown,55,18550,0,2616,42
721365033,Attrited Customer,37,M,3,Uneducated,Single,$40K - $60K,36,1696,0,2095,43
810974958,Attrited Customer,51,M,2,High School,Married,$60K - $80K,46,4123,1760,2447,40
712267983,Attrited Customer,57,F,0,Graduate,Single,Less than $40K,45,3023,2517,2477,42
718250883,Attrited Customer,59,F,2,High School,Married,Unknown,51,3875,1397,2312,49
802243458,Attrited Customer,48,M,2,Doctorate,Single,$40K - $60K,42,2760,0,1759,34
720330558,Attrited Customer,44,M,3,Graduate,Married,$80K - $120K,25,25256,966,2048,40
720784833,Attrited Customer,48,F,3,Graduate,Single,Unknown,36,1630,1243,1884,43
721448283,Attrited Customer,39,F,1,Graduate,Single,Less than $40K,26,1876,1536,2579,47
710552733,Attrited Customer,42,M,5,Unknown,Married,$60K - $80K,36,4963,0,2335,40
714384783,Attrited Customer,59,F,1,Graduate,Married,Less than $40K,36,2468,0,2017,37
713847858,Attrited Customer,49,F,3,Graduate,Divorced,Less than $40K,36,1438.3,0,1849,43
810875958,Attrited Customer,51,F,3,Graduate,Married,Less than $40K,46,2016,395,2473,44
718766058,Attrited Customer,56,M,2,Graduate,Single,$80K - $120K,36,1438.3,0,2123,37
709309308,Attrited Customer,50,M,3,College,Unknown,$80K - $120K,37,27186,0,1704,34
711721458,Attrited Customer,50,F,2,Graduate,Unknown,Less than $40K,36,1438.3,0,2329,43
708798483,Attrited Customer,37,F,3,Unknown,Single,Unknown,24,2054,0,2567,43
708501783,Attrited Customer,43,M,2,High School,Married,$120K +,36,34516,1477,1868,40
719328858,Attrited Customer,56,M,4,High School,Married,$60K - $80K,43,4535,0,2342,40
803800533,Attrited Customer,39,M,1,Unknown,Single,$40K - $60K,33,2088,975,2866,59
718352358,Attrited Customer,49,F,3,Post-Graduate,Married,Less than $40K,35,1914,0,2687,41
719894433,Attrited Customer,43,F,4,Unknown,Married,Less than $40K,24,1679,951,2492,43
778720533,Attrited Customer,53,F,4,Graduate,Married,Less than $40K,37,1722,0,2141,35
709488108,Attrited Customer,42,M,4,College,Single,$40K - $60K,36,10543,0,1841,39
820276908,Attrited Customer,42,F,4,College,Married,$40K - $60K,37,4139,0,2232,41
819647358,Attrited Customer,38,M,2,Unknown,Single,$60K - $80K,33,12871,0,2413,53
789502308,Attrited Customer,57,F,3,Unknown,Single,Less than $40K,49,1551,790,2379,46
802834158,Attrited Customer,42,M,4,Unknown,Married,$60K - $80K,36,6743,1737,1934,30
712038258,Attrited Customer,48,M,4,Unknown,Single,$80K - $120K,36,32838,1717,2538,42
712864683,Attrited Customer,42,F,3,Doctorate,Single,Less than $40K,30,1438.3,0,1693,37
713886333,Attrited Customer,47,M,2,High School,Married,$60K - $80K,39,18660,728,1682,43
711741708,Attrited Customer,41,M,3,Post-Graduate,Unknown,$80K - $120K,33,7591,0,2302,42
778915233,Attrited Customer,51,F,0,Graduate,Married,Less than $40K,32,1757,331,2377,47
780146658,Attrited Customer,40,F,2,Post-Graduate,Married,$40K - $60K,25,3795,2517,1633,32
755467683,Attrited Customer,48,F,1,Graduate,Single,Less than $40K,41,3001,482,2403,42
708804633,Attrited Customer,44,F,2,Doctorate,Divorced,Less than $40K,36,1916,0,2888,39
714479358,Attrited Customer,51,M,3,Graduate,Single,$80K - $120K,36,3610,1554,2216,34
769438608,Attrited Customer,48,F,1,Graduate,Married,Less than $40K,42,1942,860,2522,42
713608383,Attrited Customer,54,F,1,Unknown,Married,Less than $40K,40,1438.3,0,1632,36
720867708,Attrited Customer,45,F,4,Graduate,Unknown,Less than $40K,33,1748,1103,2335,41
721126833,Attrited Customer,51,M,2,High School,Married,$80K - $120K,41,14902,0,2038,39
712807758,Attrited Customer,47,F,3,Graduate,Single,Less than $40K,39,1438.3,0,2476,32
824140908,Attrited Customer,52,M,3,Uneducated,Single,$120K +,48,20974,0,1246,27
720444408,Attrited Customer,35,F,1,College,Single,Less than $40K,25,2231,1791,2576,42
789358908,Attrited Customer,53,F,3,College,Married,Less than $40K,43,3573,0,2562,36
797491683,Attrited Customer,45,M,5,Unknown,Married,$80K - $120K,39,34516,1964,2234,49
709170108,Attrited Customer,60,F,1,Unknown,Single,$40K - $60K,41,2425,0,1522,36
716056158,Attrited Customer,63,M,0,Graduate,Single,$60K - $80K,51,11619,0,2395,49
715406658,Attrited Customer,47,F,1,Unknown,Single,Less than $40K,37,2173,596,2738,45
773228133,Attrited Customer,39,F,2,Graduate,Married,Less than $40K,29,1677,0,2437,41
716625033,Attrited Customer,32,F,1,Graduate,Single,Less than $40K,36,2761,0,2753,43
716782758,Attrited Customer,48,M,3,Graduate,Single,$60K - $80K,42,19075,0,2013,32
708797583,Attrited Customer,49,F,4,Unknown,Single,Unknown,31,2672,0,2576,39
708809283,Attrited Customer,41,F,4,Graduate,Divorced,$40K - $60K,33,10360,2517,2414,28
711100608,Attrited Customer,55,M,1,Uneducated,Single,$60K - $80K,48,1723,0,2574,43
768624258,Attrited Customer,55,F,2,Graduate,Single,Less than $40K,49,1583,234,2541,36
780126033,Attrited Customer,50,M,4,Unknown,Married,$40K - $60K,35,12914,1227,2082,54
719174433,Attrited Customer,36,F,1,Unknown,Single,Less than $40K,24,1735,0,2467,35
714346608,Attrited Customer,51,F,2,Graduate,Single,$40K - $60K,36,1495,0,2220,50
798481383,Attrited Customer,40,F,3,Uneducated,Married,Less than $40K,34,2694,0,2684,38
823904133,Attrited Customer,53,F,2,College,Single,Unknown,49,10195,0,2489,54
711646908,Attrited Customer,39,M,3,Unknown,Single,$60K - $80K,23,7821,2517,2010,43
718171308,Attrited Customer,44,F,3,Graduate,Married,Less than $40K,36,1984,0,2506,46
770024733,Attrited Customer,53,F,2,Uneducated,Single,$40K - $60K,47,1699,0,2520,49
708702258,Attrited Customer,40,F,3,Uneducated,Single,Unknown,36,3698,478,2051,31
720519333,Attrited Customer,59,F,2,Unknown,Single,Unknown,45,2721,1885,2594,48
717001908,Attrited Customer,41,F,5,Graduate,Married,Less than $40K,28,6936,0,2874,44
719564208,Attrited Customer,46,F,1,Uneducated,Single,$40K - $60K,30,7195,0,2751,47
